loss,mae,rmse,val_loss,val_mae,val_rmse,lr
0.48320698738098145,0.5636789202690125,0.8101208209991455,0.9481552839279175,0.5785502791404724,0.7286968231201172,0.001
0.20912672579288483,0.39942243695259094,0.5241920351982117,0.45475560426712036,0.43267831206321716,0.5777958631515503,0.001
0.16582269966602325,0.3637090027332306,0.47418269515037537,0.3649025559425354,0.4084450900554657,0.5563627481460571,0.001
0.13738010823726654,0.3349030017852783,0.43536141514778137,0.25728151202201843,0.37479305267333984,0.5369648337364197,0.001
0.12304195761680603,0.31788286566734314,0.41180118918418884,0.2332068383693695,0.3884137272834778,0.5540892481803894,0.001
0.11824415624141693,0.316180020570755,0.40759649872779846,0.2826552391052246,0.35373425483703613,0.49757128953933716,0.001
0.10843893140554428,0.3000633418560028,0.3873947262763977,0.23531605303287506,0.3720233738422394,0.5247134566307068,0.001
0.09804342687129974,0.2875494360923767,0.37048789858818054,0.22597265243530273,0.35603296756744385,0.5013839602470398,0.001
0.09567257761955261,0.2836850583553314,0.3646710216999054,0.21836815774440765,0.40918591618537903,0.5545253157615662,0.001
0.09238183498382568,0.27749431133270264,0.35798031091690063,0.20867803692817688,0.35881805419921875,0.49800238013267517,0.001
0.09005598723888397,0.2766760587692261,0.35657572746276855,0.2097884863615036,0.395660936832428,0.5482468605041504,0.001
0.08693453669548035,0.2723309099674225,0.35041555762290955,0.20238064229488373,0.3523728549480438,0.48703449964523315,0.001
0.08214214444160461,0.26243674755096436,0.33898407220840454,0.21426080167293549,0.4322874844074249,0.5777909755706787,0.001
0.08977360278367996,0.27486950159072876,0.3554668426513672,0.2191920429468155,0.3661894202232361,0.5079830884933472,0.001
0.07651126384735107,0.2557969093322754,0.32989901304244995,0.2358250617980957,0.35296037793159485,0.4875946044921875,0.001
0.07500114291906357,0.2515854239463806,0.3235585391521454,0.21239937841892242,0.35713526606559753,0.4910793602466583,0.001
0.07196187973022461,0.2487500011920929,0.3205127418041229,0.20652541518211365,0.3783555030822754,0.5188172459602356,0.001
0.0651010051369667,0.23599715530872345,0.305742084980011,0.20921212434768677,0.34989306330680847,0.4895877242088318,0.0005
0.06438855081796646,0.23483054339885712,0.3035683035850525,0.22980129718780518,0.3573240041732788,0.49246808886528015,0.0005
0.06153177469968796,0.22809498012065887,0.29454654455184937,0.21246691048145294,0.34792083501815796,0.4924422800540924,0.0005
0.06252937018871307,0.23030322790145874,0.2979767620563507,0.19672484695911407,0.3805382251739502,0.5186275839805603,0.0005
0.06103578209877014,0.22914016246795654,0.29506826400756836,0.2176954448223114,0.36271870136260986,0.5005204081535339,0.0005
0.060769449919462204,0.22863954305648804,0.29362183809280396,0.22930322587490082,0.3779134154319763,0.5156235098838806,0.0005
0.058540575206279755,0.22380903363227844,0.2888621985912323,0.20872756838798523,0.3462572693824768,0.4805540442466736,0.0005
0.05873437970876694,0.2250847965478897,0.28924596309661865,0.19457998871803284,0.33343231678009033,0.4678158760070801,0.0005
0.05706170201301575,0.21982434391975403,0.2830137014389038,0.22755812108516693,0.35885775089263916,0.49165597558021545,0.0005
0.05579080432653427,0.21814949810504913,0.28149887919425964,0.1968577653169632,0.37122923135757446,0.5015642046928406,0.0005
0.05709075927734375,0.22088834643363953,0.28437867760658264,0.20692622661590576,0.368422269821167,0.5043877363204956,0.0005
0.05557853356003761,0.21746200323104858,0.2790704667568207,0.21517619490623474,0.34664303064346313,0.4800111949443817,0.0005
0.054413437843322754,0.21565119922161102,0.27664467692375183,0.19883324205875397,0.34627765417099,0.4733533561229706,0.0005
0.05064285174012184,0.21078072488307953,0.26983556151390076,0.20540796220302582,0.34162870049476624,0.4685921370983124,0.00025
0.05083164572715759,0.20893411338329315,0.2683393955230713,0.20327594876289368,0.3585306704044342,0.4898287355899811,0.00025
0.050524771213531494,0.21027232706546783,0.2695552408695221,0.22704331576824188,0.3492918014526367,0.47716468572616577,0.00025
0.04969676211476326,0.2061655968427658,0.26437753438949585,0.2069309651851654,0.3531494140625,0.482203871011734,0.00025
0.048369843512773514,0.20284053683280945,0.26058995723724365,0.19358360767364502,0.34980395436286926,0.4775112569332123,0.00025
0.04821894317865372,0.20466239750385284,0.2622224688529968,0.20473645627498627,0.3481736183166504,0.4744129478931427,0.00025
0.04856951907277107,0.20359481871128082,0.26161545515060425,0.21710205078125,0.36003434658050537,0.48929572105407715,0.00025
0.047226786613464355,0.20005589723587036,0.2560342848300934,0.19279412925243378,0.3718222975730896,0.49881502985954285,0.00025
0.048163022845983505,0.204115092754364,0.261785089969635,0.21250982582569122,0.3482493460178375,0.4746459424495697,0.00025
0.04755118116736412,0.20178331434726715,0.25996795296669006,0.20230765640735626,0.36125433444976807,0.4911207854747772,0.00025
0.04615253582596779,0.20122748613357544,0.2577533721923828,0.20564186573028564,0.3458634614944458,0.4735857844352722,0.00025
0.04682411625981331,0.2004789412021637,0.25774863362312317,0.21279536187648773,0.3384605050086975,0.4645693898200989,0.00025
0.04730531945824623,0.19928449392318726,0.2574130892753601,0.19849956035614014,0.3619147539138794,0.49089381098747253,0.00025
0.04475165531039238,0.19769927859306335,0.2532827854156494,0.20592015981674194,0.3576897084712982,0.48947465419769287,0.000125
0.04267174005508423,0.19328884780406952,0.24743469059467316,0.21061091125011444,0.3572812080383301,0.48657894134521484,0.000125
0.042834989726543427,0.19026421010494232,0.24534162878990173,0.20426800847053528,0.36561089754104614,0.4957261383533478,0.000125
0.04328770190477371,0.1927347332239151,0.24683137238025665,0.19897526502609253,0.35340797901153564,0.48010215163230896,0.000125
0.04245389252901077,0.19105257093906403,0.24507884681224823,0.19811014831066132,0.35262253880500793,0.4805689752101898,0.000125
0.04279308393597603,0.19260354340076447,0.24744005501270294,0.20285667479038239,0.34338104724884033,0.4699435234069824,6.25e-05
0.044196441769599915,0.19311141967773438,0.24731457233428955,0.19320255517959595,0.3495505750179291,0.47642719745635986,6.25e-05
0.041094694286584854,0.1883596032857895,0.2412375956773758,0.19436170160770416,0.35389041900634766,0.4820719063282013,6.25e-05
0.04117199406027794,0.1888471245765686,0.2432183176279068,0.20578034222126007,0.3489294648170471,0.47768694162368774,6.25e-05
0.04126844182610512,0.18750374019145966,0.24117368459701538,0.20706678926944733,0.339560329914093,0.46487680077552795,6.25e-05
