timestamp,ax,ay,az,wx,wy,wz,latitude,longitude,speed,roadCondition
1763092679400,0.23827788,0.9753673,9.909944,-0.011801706,-0.004545093,0.004843215,28.40586467,76.94272941,16.06,Good
1763092679500,0.23319946,0.9631024,9.464037,-0.033918608,-0.001484574,0.005054577,28.40586467,76.94272941,16.06,Good
1763092679602,0.20703171,0.9188317,9.267086,-0.05151828,-0.0018168349,0.00580787,28.40596319,76.94289161,16.56,Good
1763092679701,0.22164127,0.9677137,9.293359,-0.030532591,0.0019115878,0.0059410282,28.40596319,76.94289161,16.56,Good
1763092679803,0.18145713,1.0455068,10.001403,0.002224264,-0.001839662,0.004344401,28.40596319,76.94289161,16.56,Good
1763092679905,0.26634833,1.112067,10.463513,0.04994807,0.0085428525,-8.5002696E-4,28.40596319,76.94289161,16.56,Good
1763092680006,0.26188532,1.1295881,11.27406,0.07471291,0.0027511169,-0.002148634,28.40596319,76.94289161,16.56,Good
1763092680106,0.2928469,1.0711983,10.349465,0.04715175,0.013230012,-0.0021816064,28.40596319,76.94289161,16.56,Good
1763092680207,0.29275563,0.99411815,9.959892,-0.0033683698,0.018769383,-6.103428E-4,28.40596319,76.94289161,16.56,Good
1763092680308,0.13493226,0.9184589,9.317411,-0.05101228,0.0031632723,0.00479587,28.40596319,76.94289161,16.56,Good
1763092680410,0.13808727,0.92482734,9.278909,-0.04837575,0.0016604898,0.005739389,28.40596319,76.94289161,16.56,Good
1763092680510,0.1484594,0.9374708,9.728797,-0.012369847,0.0025507452,0.0033311325,28.40596319,76.94289161,16.56,Good
1763092680611,0.19606954,0.89920306,9.958224,0.010416647,-0.0010533957,0.0027465057,28.40606319,76.9430429,16.37,Good
1763092680712,0.09661156,0.7824035,10.137386,-0.0022498427,-0.018062104,0.005621449,28.40606319,76.9430429,16.37,Good
1763092680811,0.21337688,0.81488216,9.812939,-0.013674794,-0.005065888,0.0025321848,28.40606319,76.9430429,16.37,Good
1763092680913,0.28763673,0.72457266,10.137765,0.012090633,0.004526556,9.7106636E-4,28.40606319,76.9430429,16.37,Good
1763092681012,0.29589674,0.79091424,10.0485,0.00904195,0.012910433,0.0013603949,28.40606319,76.9430429,16.37,Good
1763092681113,0.18488675,0.7125062,9.799487,-0.008987635,0.002843693,0.003757238,28.40606319,76.9430429,16.37,Good
1763092681213,0.16361082,0.7055286,9.6692095,-0.030585853,0.0032165353,0.003357764,28.40606319,76.9430429,16.37,Good
1763092681314,0.14564472,0.6995399,9.691487,-0.009037093,-0.0044267303,0.0032030472,28.40606319,76.9430429,16.37,Good
